industry,skills,title,job_id
Financial Services,Portfolio Management,"  Data Scientist
",LI260
Financial Services,Fraud Investigations,"  Data Scientist
",LI260
Financial Services,Operational Efficiency,"  Data Scientist
",LI260
Financial Services,Enterprise Software,"  Data Scientist
",LI260
Financial Services,Product R&D,"  Data Scientist
",LI260
Financial Services,D (Programming Language),"  Data Scientist
",LI260
Financial Services,Software Development,"  Data Scientist
",LI260
Financial Services,Master's Degree,"  Data Scientist
",LI260
Information Technology and Services,Microsoft Excel,"  Data Analyst
",LI261
Information Technology and Services,Statistics,"  Data Analyst
",LI261
Information Technology and Services,Communication,"  Data Analyst
",LI261
Information Technology and Services,Agile Methodologies,"  Data Analyst
",LI261
Information Technology and Services,Problem Solving,"  Data Analyst
",LI261
Information Technology and Services,Solution Architecture,"  Data Analyst
",LI261
Information Technology and Services,Leadership,"  Data Analyst
",LI261
Information Technology and Services,Data Modeling,"  Data Analyst
",LI261
Information Technology and Services,Business Intelligence,"  Data Analyst
",LI261
Information Technology and Services,Data Warehousing,"  Data Analyst
",LI261
Information Technology and Services,Master's Degree,"  Data Analyst
",LI261
Pharmaceuticals,Analytical Skills,"  Senior Business and Data Analyst - Pharmaceutical Sales/Marketing Data   (Top $$)
",LI262
Pharmaceuticals,Business,"  Senior Business and Data Analyst - Pharmaceutical Sales/Marketing Data   (Top $$)
",LI262
Pharmaceuticals,Pharmaceutics,"  Senior Business and Data Analyst - Pharmaceutical Sales/Marketing Data   (Top $$)
",LI262
Pharmaceuticals,Market Research,"  Senior Business and Data Analyst - Pharmaceutical Sales/Marketing Data   (Top $$)
",LI262
Pharmaceuticals,Salesforce.com,"  Senior Business and Data Analyst - Pharmaceutical Sales/Marketing Data   (Top $$)
",LI262
Pharmaceuticals,Sales,"  Senior Business and Data Analyst - Pharmaceutical Sales/Marketing Data   (Top $$)
",LI262
Pharmaceuticals,Sales Operations,"  Senior Business and Data Analyst - Pharmaceutical Sales/Marketing Data   (Top $$)
",LI262
Pharmaceuticals,Managed Care,"  Senior Business and Data Analyst - Pharmaceutical Sales/Marketing Data   (Top $$)
",LI262
Pharmaceuticals,Editing,"  Senior Business and Data Analyst - Pharmaceutical Sales/Marketing Data   (Top $$)
",LI262
Pharmaceuticals,Community Outreach,"  Senior Business and Data Analyst - Pharmaceutical Sales/Marketing Data   (Top $$)
",LI262
Law Enforcement,Python (Programming Language),"  Big Data Technologist
",LI263
Law Enforcement,Shell Scripting,"  Big Data Technologist
",LI263
Law Enforcement,Intelligence,"  Big Data Technologist
",LI263
Law Enforcement,Communication,"  Big Data Technologist
",LI263
Law Enforcement,Investigative Research,"  Big Data Technologist
",LI263
Law Enforcement,Problem Solving,"  Big Data Technologist
",LI263
Law Enforcement,Big Data,"  Big Data Technologist
",LI263
Law Enforcement,Leadership,"  Big Data Technologist
",LI263
Law Enforcement,Unix,"  Big Data Technologist
",LI263
Law Enforcement,Web Services,"  Big Data Technologist
",LI263
Information Technology and Services,SQL,"  Data Analyst
",LI264
Information Technology and Services,Management,"  Data Analyst
",LI264
Information Technology and Services,Data Analysis,"  Data Analyst
",LI264
Information Technology and Services,Customer Support,"  Data Analyst
",LI264
Information Technology and Services,Corporate Security,"  Data Analyst
",LI264
Information Technology and Services,Account Management,"  Data Analyst
",LI264
Information Technology and Services,Advertising,"  Data Analyst
",LI264
Information Technology and Services,Project Implementation,"  Data Analyst
",LI264
Information Technology and Services,Resolutions,"  Data Analyst
",LI264
Information Technology and Services,Public Policy,"  Data Analyst
",LI264
Information Technology and Services,Bachelor's Degree,"  Data Analyst
",LI264
Government Relations,Microsoft PowerPoint,"  Business Data Analyst - Citizen - 5 Year Minimum
",LI265
Government Relations,Bachelor's Degree,"  Business Data Analyst - Citizen - 5 Year Minimum
",LI265
Oil & Energy,Python (Programming Language),"  Senior Data Analyst
",LI266
Oil & Energy,SQL,"  Senior Data Analyst
",LI266
Oil & Energy,Tableau,"  Senior Data Analyst
",LI266
Oil & Energy,Analytical Skills,"  Senior Data Analyst
",LI266
Oil & Energy,Data Analysis,"  Senior Data Analyst
",LI266
Oil & Energy,Analytics,"  Senior Data Analyst
",LI266
Oil & Energy,Business,"  Senior Data Analyst
",LI266
Oil & Energy,PHP,"  Senior Data Analyst
",LI266
Oil & Energy,Communication,"  Senior Data Analyst
",LI266
Oil & Energy,Consulting,"  Senior Data Analyst
",LI266
Oil & Energy,Bachelor's Degree,"  Senior Data Analyst
",LI266
Biotechnology,Management,"  Clinical Data Manager / Clinical Data Analyst
",LI267
Biotechnology,Clinical Research,"  Clinical Data Manager / Clinical Data Analyst
",LI267
Biotechnology,Data Management,"  Clinical Data Manager / Clinical Data Analyst
",LI267
Biotechnology,Acting,"  Clinical Data Manager / Clinical Data Analyst
",LI267
Biotechnology,Data Entry,"  Clinical Data Manager / Clinical Data Analyst
",LI267
Biotechnology,Clinical Data,"  Clinical Data Manager / Clinical Data Analyst
",LI267
Biotechnology,Communication,"  Clinical Data Manager / Clinical Data Analyst
",LI267
Biotechnology,Clinical Data Management,"  Clinical Data Manager / Clinical Data Analyst
",LI267
Biotechnology,Databases,"  Clinical Data Manager / Clinical Data Analyst
",LI267
Biotechnology,Documentation,"  Clinical Data Manager / Clinical Data Analyst
",LI267
Biotechnology,Bachelor's Degree,"  Clinical Data Manager / Clinical Data Analyst
",LI267
Information Technology and Services,Python (Programming Language),"  Director of Data Science
",LI268
Information Technology and Services,Data Science,"  Director of Data Science
",LI268
Information Technology and Services,Neuro-Linguistic Programming (NLP),"  Director of Data Science
",LI268
Information Technology and Services,Statistics,"  Director of Data Science
",LI268
Information Technology and Services,Artificial Intelligence (AI),"  Director of Data Science
",LI268
Information Technology and Services,Architectural Design,"  Director of Data Science
",LI268
Information Technology and Services,Cross-functional Team Leadership,"  Director of Data Science
",LI268
Information Technology and Services,Leadership,"  Director of Data Science
",LI268
Information Technology and Services,Databases,"  Director of Data Science
",LI268
Information Technology and Services,Master's Degree,"  Director of Data Science
",LI268
Computer Software,Python (Programming Language),"  Lead Data Scientist
",LI269
Computer Software,Management,"  Lead Data Scientist
",LI269
Computer Software,Data Mining,"  Lead Data Scientist
",LI269
Computer Software,Data Science,"  Lead Data Scientist
",LI269
Computer Software,Statistics,"  Lead Data Scientist
",LI269
Computer Software,Mining,"  Lead Data Scientist
",LI269
Computer Software,Engineering,"  Lead Data Scientist
",LI269
Computer Software,Search,"  Lead Data Scientist
",LI269
Computer Software,Leadership,"  Lead Data Scientist
",LI269
Computer Software,Design Research,"  Lead Data Scientist
",LI269
Computer Software,Doctor of Philosophy,"  Lead Data Scientist
",LI269
Information Technology and Services,Bachelor's Degree,"  Senior Data Analyst
",LI270
Internet,Python (Programming Language),"  Data Scientist
",LI271
Internet,SQL,"  Data Scientist
",LI271
Internet,Microsoft Excel,"  Data Scientist
",LI271
Internet,Business,"  Data Scientist
",LI271
Internet,Business Analytics,"  Data Scientist
",LI271
Internet,Customer Retention,"  Data Scientist
",LI271
Internet,Visual Basic for Applications (VBA),"  Data Scientist
",LI271
Internet,Business Analysis,"  Data Scientist
",LI271
Internet,Data Modeling,"  Data Scientist
",LI271
Internet,Segmentation,"  Data Scientist
",LI271
Internet,Bachelor's Degree,"  Data Scientist
",LI271
Staffing and Recruiting,Python (Programming Language),"  Lead Data Science Developer/ML Engineer
",LI272
Staffing and Recruiting,Data Science,"  Lead Data Science Developer/ML Engineer
",LI272
Staffing and Recruiting,Go (Programming Language),"  Lead Data Science Developer/ML Engineer
",LI272
Staffing and Recruiting,Apache Spark,"  Lead Data Science Developer/ML Engineer
",LI272
Staffing and Recruiting,Agile Methodologies,"  Lead Data Science Developer/ML Engineer
",LI272
Staffing and Recruiting,Pandas (Software),"  Lead Data Science Developer/ML Engineer
",LI272
Staffing and Recruiting,Machine Learning,"  Lead Data Science Developer/ML Engineer
",LI272
Staffing and Recruiting,Transactional,"  Lead Data Science Developer/ML Engineer
",LI272
Staffing and Recruiting,Start-ups,"  Lead Data Science Developer/ML Engineer
",LI272
Information Technology and Services,Python (Programming Language),"  ETL/BIg data developer
",LI273
Information Technology and Services,Distributed Systems,"  ETL/BIg data developer
",LI273
Information Technology and Services,Shell Scripting,"  ETL/BIg data developer
",LI273
Information Technology and Services,Pipelines,"  ETL/BIg data developer
",LI273
Information Technology and Services,Apache Spark,"  ETL/BIg data developer
",LI273
Information Technology and Services,Frame,"  ETL/BIg data developer
",LI273
Information Technology and Services,Architecture,"  ETL/BIg data developer
",LI273
Information Technology and Services,Application Programming Interfaces,"  ETL/BIg data developer
",LI273
Information Technology and Services,"Extract, Transform, Load (ETL)","  ETL/BIg data developer
",LI273
Information Technology and Services,Web Services,"  ETL/BIg data developer
",LI273
Information Technology and Services,Python (Programming Language),"  Big Data Lead
",LI274
Information Technology and Services,Amazon Dynamodb,"  Big Data Lead
",LI274
Information Technology and Services,Java,"  Big Data Lead
",LI274
Information Technology and Services,Metadata,"  Big Data Lead
",LI274
Information Technology and Services,Node.js,"  Big Data Lead
",LI274
Information Technology and Services,Amazon Redshift,"  Big Data Lead
",LI274
Information Technology and Services,Enterprise Data,"  Big Data Lead
",LI274
Information Technology and Services,Scala,"  Big Data Lead
",LI274
Information Technology and Services,Amazon Web Services (AWS),"  Big Data Lead
",LI274
Information Technology and Services,Amazon RDS,"  Big Data Lead
",LI274
Information Technology and Services,Master's Degree,"  Big Data Lead
",LI274
Computer Software,Python (Programming Language),"  Data Scientist
",LI275
Computer Software,Data Analysis,"  Data Scientist
",LI275
Computer Software,Statistics,"  Data Scientist
",LI275
Computer Software,Logistics Management,"  Data Scientist
",LI275
Computer Software,Communication,"  Data Scientist
",LI275
Computer Software,Start-ups,"  Data Scientist
",LI275
Computer Software,Economics,"  Data Scientist
",LI275
Computer Software,MySQL,"  Data Scientist
",LI275
Computer Software,Git,"  Data Scientist
",LI275
Computer Software,Blogging,"  Data Scientist
",LI275
Computer Software,Master's Degree,"  Data Scientist
",LI275
Computer Software,Python (Programming Language),"  Sr. Big Data Engineer
",LI276
Computer Software,Java,"  Sr. Big Data Engineer
",LI276
Computer Software,C++,"  Sr. Big Data Engineer
",LI276
Computer Software,Site Reliability Engineering,"  Sr. Big Data Engineer
",LI276
Computer Software,Machine Learning,"  Sr. Big Data Engineer
",LI276
Computer Software,DevOps,"  Sr. Big Data Engineer
",LI276
Computer Software,Big Data,"  Sr. Big Data Engineer
",LI276
Computer Software,"Extract, Transform, Load (ETL)","  Sr. Big Data Engineer
",LI276
Computer Software,Algorithms,"  Sr. Big Data Engineer
",LI276
Computer Software,Data Warehousing,"  Sr. Big Data Engineer
",LI276
Computer Software,Master's Degree,"  Sr. Big Data Engineer
",LI276
Information Technology and Services,Python (Programming Language),"  Customer Data Scientist
",LI277
Information Technology and Services,Writing,"  Customer Data Scientist
",LI277
Information Technology and Services,Data Mining,"  Customer Data Scientist
",LI277
Information Technology and Services,Customer Data,"  Customer Data Scientist
",LI277
Information Technology and Services,Sales,"  Customer Data Scientist
",LI277
Information Technology and Services,Apache Spark,"  Customer Data Scientist
",LI277
Information Technology and Services,Pre-sales,"  Customer Data Scientist
",LI277
Information Technology and Services,Machine Learning,"  Customer Data Scientist
",LI277
Information Technology and Services,Solution Architecture,"  Customer Data Scientist
",LI277
Information Technology and Services,Leadership,"  Customer Data Scientist
",LI277
Information Technology and Services,Master's Degree,"  Customer Data Scientist
",LI277
Information Technology and Services,Microsoft Excel,"  Operations Data Analyst
",LI278
Information Technology and Services,Management,"  Operations Data Analyst
",LI278
Information Technology and Services,Data Analysis,"  Operations Data Analyst
",LI278
Information Technology and Services,Accounting,"  Operations Data Analyst
",LI278
Information Technology and Services,Medicine,"  Operations Data Analyst
",LI278
Information Technology and Services,Business Process Improvement,"  Operations Data Analyst
",LI278
Information Technology and Services,Financial Analysis,"  Operations Data Analyst
",LI278
Information Technology and Services,Finance,"  Operations Data Analyst
",LI278
Information Technology and Services,Temporary Placement,"  Operations Data Analyst
",LI278
Information Technology and Services,Six Sigma,"  Operations Data Analyst
",LI278
Information Technology and Services,Master's Degree,"  Operations Data Analyst
",LI278
Computer Software,Internet of Things (IoT),"  Big Data Architect
",LI279
Computer Software,Pipelines,"  Big Data Architect
",LI279
Computer Software,Networking,"  Big Data Architect
",LI279
Computer Software,Communication,"  Big Data Architect
",LI279
Computer Software,Inductive Output Tube (IOT),"  Big Data Architect
",LI279
Computer Software,Big Data,"  Big Data Architect
",LI279
Computer Software,Design,"  Big Data Architect
",LI279
Computer Software,Security,"  Big Data Architect
",LI279
Computer Software,IPv6,"  Big Data Architect
",LI279
Computer Software,Data Warehousing,"  Big Data Architect
",LI279
Internet,SQL,"  Senior Data Scientist
",LI280
Internet,Data Science,"  Senior Data Scientist
",LI280
Internet,R,"  Senior Data Scientist
",LI280
Internet,Communication,"  Senior Data Scientist
",LI280
Internet,Cross-functional Team Leadership,"  Senior Data Scientist
",LI280
Internet,Higher Education,"  Senior Data Scientist
",LI280
Internet,Programming,"  Senior Data Scientist
",LI280
Internet,Start-ups,"  Senior Data Scientist
",LI280
Internet,Economics,"  Senior Data Scientist
",LI280
Internet,Scala,"  Senior Data Scientist
",LI280
Internet,Master's Degree,"  Senior Data Scientist
",LI280
Internet,Management,"  Data Analyst
",LI281
Internet,Data Analysis,"  Data Analyst
",LI281
Internet,Data Mining,"  Data Analyst
",LI281
Internet,Master Data,"  Data Analyst
",LI281
Internet,Communication,"  Data Analyst
",LI281
Internet,Start-ups,"  Data Analyst
",LI281
Internet,Leadership,"  Data Analyst
",LI281
Internet,Databases,"  Data Analyst
",LI281
Internet,Quality Assurance,"  Data Analyst
",LI281
Internet,Data Warehousing,"  Data Analyst
",LI281
Internet,Bachelor's Degree,"  Data Analyst
",LI281
Hospital & Health Care,SQL,"  Business Data Analyst II - Miami, FL - PS11686
",LI282
Hospital & Health Care,Microsoft Excel,"  Business Data Analyst II - Miami, FL - PS11686
",LI282
Hospital & Health Care,Healthcare,"  Business Data Analyst II - Miami, FL - PS11686
",LI282
Hospital & Health Care,Analytics,"  Business Data Analyst II - Miami, FL - PS11686
",LI282
Hospital & Health Care,Business,"  Business Data Analyst II - Miami, FL - PS11686
",LI282
Hospital & Health Care,Medicaid,"  Business Data Analyst II - Miami, FL - PS11686
",LI282
Hospital & Health Care,Communication,"  Business Data Analyst II - Miami, FL - PS11686
",LI282
Hospital & Health Care,Healthcare Industry,"  Business Data Analyst II - Miami, FL - PS11686
",LI282
Hospital & Health Care,Problem Solving,"  Business Data Analyst II - Miami, FL - PS11686
",LI282
Hospital & Health Care,Medicare,"  Business Data Analyst II - Miami, FL - PS11686
",LI282
Hospital & Health Care,Bachelor's Degree,"  Business Data Analyst II - Miami, FL - PS11686
",LI282
Information Technology and Services,Python (Programming Language),"  Principal Data Scientist (Executive Director)
",LI283
Information Technology and Services,Management,"  Principal Data Scientist (Executive Director)
",LI283
Information Technology and Services,Statistics,"  Principal Data Scientist (Executive Director)
",LI283
Information Technology and Services,Matlab,"  Principal Data Scientist (Executive Director)
",LI283
Information Technology and Services,SPSS,"  Principal Data Scientist (Executive Director)
",LI283
Information Technology and Services,Leadership,"  Principal Data Scientist (Executive Director)
",LI283
Information Technology and Services,Doctor of Philosophy,"  Principal Data Scientist (Executive Director)
",LI283
Paper & Forest Products,SQL,"  Data Analyst
",LI284
Paper & Forest Products,Tableau,"  Data Analyst
",LI284
Paper & Forest Products,Management,"  Data Analyst
",LI284
Paper & Forest Products,Data Analysis,"  Data Analyst
",LI284
Paper & Forest Products,Marketo,"  Data Analyst
",LI284
Paper & Forest Products,Salesforce.com,"  Data Analyst
",LI284
Paper & Forest Products,Google Analytics,"  Data Analyst
",LI284
Paper & Forest Products,Communication,"  Data Analyst
",LI284
Paper & Forest Products,Business Analysis,"  Data Analyst
",LI284
Paper & Forest Products,Qualitative Research,"  Data Analyst
",LI284
Paper & Forest Products,Bachelor's Degree,"  Data Analyst
",LI284
Information Technology and Services,Python (Programming Language),"  Data Science Manager
",LI285
Information Technology and Services,SQL,"  Data Science Manager
",LI285
Information Technology and Services,Data Analytics,"  Data Science Manager
",LI285
Information Technology and Services,R,"  Data Science Manager
",LI285
Information Technology and Services,Analytics,"  Data Science Manager
",LI285
Information Technology and Services,Statistics,"  Data Science Manager
",LI285
Information Technology and Services,Statements of Work (SOW),"  Data Science Manager
",LI285
Information Technology and Services,Machine Learning,"  Data Science Manager
",LI285
Information Technology and Services,Data Modeling,"  Data Science Manager
",LI285
Information Technology and Services,Competitive Analysis,"  Data Science Manager
",LI285
Information Technology and Services,Bachelor's Degree,"  Data Science Manager
",LI285
Information Technology and Services,SQL,"  Domain Lead-Marketing Analytics Data Scientist
",LI286
Information Technology and Services,Tableau,"  Domain Lead-Marketing Analytics Data Scientist
",LI286
Information Technology and Services,Management,"  Domain Lead-Marketing Analytics Data Scientist
",LI286
Information Technology and Services,Visualization,"  Domain Lead-Marketing Analytics Data Scientist
",LI286
Information Technology and Services,Analytics,"  Domain Lead-Marketing Analytics Data Scientist
",LI286
Information Technology and Services,Business Process,"  Domain Lead-Marketing Analytics Data Scientist
",LI286
Information Technology and Services,Statistics,"  Domain Lead-Marketing Analytics Data Scientist
",LI286
Information Technology and Services,Sales,"  Domain Lead-Marketing Analytics Data Scientist
",LI286
Information Technology and Services,Data Modeling,"  Domain Lead-Marketing Analytics Data Scientist
",LI286
Information Technology and Services,Marketing,"  Domain Lead-Marketing Analytics Data Scientist
",LI286
Information Technology and Services,Master's Degree,"  Domain Lead-Marketing Analytics Data Scientist
",LI286
Information Technology and Services,Hive,"  Big Data Engineer using Scala
",LI287
Information Technology and Services,NoSQL,"  Big Data Engineer using Scala
",LI287
Information Technology and Services,Apache Spark,"  Big Data Engineer using Scala
",LI287
Information Technology and Services,Big Data,"  Big Data Engineer using Scala
",LI287
Information Technology and Services,Scala,"  Big Data Engineer using Scala
",LI287
Information Technology and Services,Bachelor's Degree,"  Big Data Engineer using Scala
",LI287
Information Technology and Services,Analytical Skills,"  Data Analyst
",LI288
Information Technology and Services,Information Technology,"  Data Analyst
",LI288
Information Technology and Services,Data Analysis,"  Data Analyst
",LI288
Information Technology and Services,Healthcare,"  Data Analyst
",LI288
Information Technology and Services,Analytics,"  Data Analyst
",LI288
Information Technology and Services,Healthcare Information Technology (HIT),"  Data Analyst
",LI288
Information Technology and Services,Statistics,"  Data Analyst
",LI288
Information Technology and Services,Electronic Medical Record (EMR),"  Data Analyst
",LI288
Information Technology and Services,Mergers & Acquisitions (M&A),"  Data Analyst
",LI288
Information Technology and Services,Communication,"  Data Analyst
",LI288
Information Technology and Services,Bachelor's Degree,"  Data Analyst
",LI288
Information Technology and Services,Data Visualization,"  Data Analyst (SQL/Power BI)
",LI289
Information Technology and Services,Writing,"  Data Analyst (SQL/Power BI)
",LI289
Information Technology and Services,Data Analysis,"  Data Analyst (SQL/Power BI)
",LI289
Information Technology and Services,Healthcare,"  Data Analyst (SQL/Power BI)
",LI289
Information Technology and Services,Dashboard,"  Data Analyst (SQL/Power BI)
",LI289
Information Technology and Services,Science,"  Data Analyst (SQL/Power BI)
",LI289
Information Technology and Services,Business,"  Data Analyst (SQL/Power BI)
",LI289
Information Technology and Services,Microsoft Power BI,"  Data Analyst (SQL/Power BI)
",LI289
Information Technology and Services,Query Analyzer,"  Data Analyst (SQL/Power BI)
",LI289
Information Technology and Services,Data Warehousing,"  Data Analyst (SQL/Power BI)
",LI289
Information Technology and Services,Bachelor's Degree,"  Data Analyst (SQL/Power BI)
",LI289
Computer Software,Data Science,"  Sales Engineer for Data Science
",LI290
Computer Software,Analytics,"  Sales Engineer for Data Science
",LI290
Computer Software,Open Source Software,"  Sales Engineer for Data Science
",LI290
Computer Software,Pre-sales,"  Sales Engineer for Data Science
",LI290
Computer Software,Predictive Analytics,"  Sales Engineer for Data Science
",LI290
Computer Software,Machine Learning,"  Sales Engineer for Data Science
",LI290
Computer Software,Predictive Modeling,"  Sales Engineer for Data Science
",LI290
Computer Software,Sales Engineering,"  Sales Engineer for Data Science
",LI290
Computer Software,Big Data Analytics,"  Sales Engineer for Data Science
",LI290
Computer Software,Pre/Post Sales Engineers,"  Sales Engineer for Data Science
",LI290
Staffing and Recruiting,Python (Programming Language),"  Lead Data Scientist
",LI291
Staffing and Recruiting,Data Mining,"  Lead Data Scientist
",LI291
Staffing and Recruiting,Data Science,"  Lead Data Scientist
",LI291
Staffing and Recruiting,Neuro-Linguistic Programming (NLP),"  Lead Data Scientist
",LI291
Staffing and Recruiting,Engineering,"  Lead Data Scientist
",LI291
Staffing and Recruiting,Machine Learning,"  Lead Data Scientist
",LI291
Staffing and Recruiting,Problem Solving,"  Lead Data Scientist
",LI291
Staffing and Recruiting,Data Modeling,"  Lead Data Scientist
",LI291
Staffing and Recruiting,Algorithms,"  Lead Data Scientist
",LI291
Staffing and Recruiting,Simulations,"  Lead Data Scientist
",LI291
Staffing and Recruiting,Master's Degree,"  Lead Data Scientist
",LI291
Computer Games,Python (Programming Language),"  Data Scientist
",LI292
Computer Games,SQL,"  Data Scientist
",LI292
Computer Games,Data Analysis,"  Data Scientist
",LI292
Computer Games,Analytics,"  Data Scientist
",LI292
Computer Games,Statistics,"  Data Scientist
",LI292
Computer Games,Matlab,"  Data Scientist
",LI292
Computer Games,Machine Learning,"  Data Scientist
",LI292
Computer Games,Predictive Modeling,"  Data Scientist
",LI292
Computer Games,Video Games,"  Data Scientist
",LI292
Computer Games,Big Data Analytics,"  Data Scientist
",LI292
Computer Games,Master's Degree,"  Data Scientist
",LI292
Consumer Electronics,Management,"  Director of Big Data Platform, Strategic Analytics, Big Data
",LI293
Consumer Electronics,Disaster Recovery,"  Director of Big Data Platform, Strategic Analytics, Big Data
",LI293
Consumer Electronics,Business,"  Director of Big Data Platform, Strategic Analytics, Big Data
",LI293
Consumer Electronics,Communication,"  Director of Big Data Platform, Strategic Analytics, Big Data
",LI293
Consumer Electronics,Hadoop,"  Director of Big Data Platform, Strategic Analytics, Big Data
",LI293
Consumer Electronics,Big Data,"  Director of Big Data Platform, Strategic Analytics, Big Data
",LI293
Consumer Electronics,Leadership,"  Director of Big Data Platform, Strategic Analytics, Big Data
",LI293
Consumer Electronics,"Extract, Transform, Load (ETL)","  Director of Big Data Platform, Strategic Analytics, Big Data
",LI293
Consumer Electronics,Public Policy,"  Director of Big Data Platform, Strategic Analytics, Big Data
",LI293
Consumer Electronics,Strategic Analytics,"  Director of Big Data Platform, Strategic Analytics, Big Data
",LI293
Consumer Electronics,Master's Degree,"  Director of Big Data Platform, Strategic Analytics, Big Data
",LI293
Computer Software,Python (Programming Language),"  Sr. Data Scientist - Life Sciences
",LI294
Computer Software,Healthcare,"  Sr. Data Scientist - Life Sciences
",LI294
Computer Software,R,"  Sr. Data Scientist - Life Sciences
",LI294
Computer Software,Integration,"  Sr. Data Scientist - Life Sciences
",LI294
Computer Software,Statistics,"  Sr. Data Scientist - Life Sciences
",LI294
Computer Software,Communication,"  Sr. Data Scientist - Life Sciences
",LI294
Computer Software,Machine Learning,"  Sr. Data Scientist - Life Sciences
",LI294
Computer Software,Medical Statistics,"  Sr. Data Scientist - Life Sciences
",LI294
Computer Software,Pharmaceutical Industry,"  Sr. Data Scientist - Life Sciences
",LI294
Computer Software,Leadership,"  Sr. Data Scientist - Life Sciences
",LI294
Computer Software,Doctor of Philosophy,"  Sr. Data Scientist - Life Sciences
",LI294
Computer Software,Python (Programming Language),"  Senior Data Scientist
",LI295
Computer Software,Writing,"  Senior Data Scientist
",LI295
Computer Software,Social Media,"  Senior Data Scientist
",LI295
Computer Software,Business,"  Senior Data Scientist
",LI295
Computer Software,Regression Testing,"  Senior Data Scientist
",LI295
Computer Software,Leadership,"  Senior Data Scientist
",LI295
Computer Software,"Extract, Transform, Load (ETL)","  Senior Data Scientist
",LI295
Computer Software,Design,"  Senior Data Scientist
",LI295
Computer Software,Strategy,"  Senior Data Scientist
",LI295
Computer Software,Logistic Regression,"  Senior Data Scientist
",LI295
Education Management,Python (Programming Language),"  Director, Data Science
",LI296
Education Management,SQL,"  Director, Data Science
",LI296
Education Management,Analytical Skills,"  Director, Data Science
",LI296
Education Management,Data Analysis,"  Director, Data Science
",LI296
Education Management,Data Science,"  Director, Data Science
",LI296
Education Management,Statistics,"  Director, Data Science
",LI296
Education Management,Communication,"  Director, Data Science
",LI296
Education Management,Business Strategy,"  Director, Data Science
",LI296
Education Management,Higher Education,"  Director, Data Science
",LI296
Education Management,Project Management,"  Director, Data Science
",LI296
Education Management,Master's Degree,"  Director, Data Science
",LI296
Marketing and Advertising,Management,"  Senior Data Analyst
",LI297
Marketing and Advertising,Data Analysis,"  Senior Data Analyst
",LI297
Marketing and Advertising,Analytics,"  Senior Data Analyst
",LI297
Marketing and Advertising,Advertising,"  Senior Data Analyst
",LI297
Marketing and Advertising,SPSS,"  Senior Data Analyst
",LI297
Marketing and Advertising,Strategy,"  Senior Data Analyst
",LI297
Marketing and Advertising,Economics,"  Senior Data Analyst
",LI297
Marketing and Advertising,Program Management,"  Senior Data Analyst
",LI297
Marketing and Advertising,Digital Marketing,"  Senior Data Analyst
",LI297
Marketing and Advertising,Public Policy,"  Senior Data Analyst
",LI297
Marketing and Advertising,Bachelor's Degree,"  Senior Data Analyst
",LI297
Financial Services,SQL,"  Business Analyst/Data Analyst
",LI298
Financial Services,Management,"  Business Analyst/Data Analyst
",LI298
Financial Services,Data Management,"  Business Analyst/Data Analyst
",LI298
Financial Services,Business,"  Business Analyst/Data Analyst
",LI298
Financial Services,Financial Services,"  Business Analyst/Data Analyst
",LI298
Financial Services,Employee Benefits Design,"  Business Analyst/Data Analyst
",LI298
Financial Services,Data Governance,"  Business Analyst/Data Analyst
",LI298
Financial Services,Business Analysis,"  Business Analyst/Data Analyst
",LI298
Financial Services,Documentation,"  Business Analyst/Data Analyst
",LI298
Financial Services,Data Quality,"  Business Analyst/Data Analyst
",LI298
Computer Software,Cloud Computing,"  Big Data Consulting Architect
",LI299
Computer Software,Virtualization,"  Big Data Consulting Architect
",LI299
Computer Software,Containerization,"  Big Data Consulting Architect
",LI299
Computer Software,Apache Spark,"  Big Data Consulting Architect
",LI299
Computer Software,Machine Learning,"  Big Data Consulting Architect
",LI299
Computer Software,Solution Architecture,"  Big Data Consulting Architect
",LI299
Computer Software,Architecture,"  Big Data Consulting Architect
",LI299
Computer Software,Big Data,"  Big Data Consulting Architect
",LI299
Computer Software,Apache Kafka,"  Big Data Consulting Architect
",LI299
Computer Software,Microsoft Azure Machine Learning,"  Big Data Consulting Architect
",LI299
Retail,Python (Programming Language),"  Data Scientist
",LI300
Retail,Data Analysis,"  Data Scientist
",LI300
Retail,Data Science,"  Data Scientist
",LI300
Retail,Decision Sciences,"  Data Scientist
",LI300
Retail,Cloud Computing,"  Data Scientist
",LI300
Retail,Statistical Modeling,"  Data Scientist
",LI300
Retail,Communication,"  Data Scientist
",LI300
Retail,Customer Analysis,"  Data Scientist
",LI300
Retail,Machine Learning,"  Data Scientist
",LI300
Retail,Marketing Analytics,"  Data Scientist
",LI300
Hospital & Health Care,SQL,"  Big Data Developer
",LI301
Hospital & Health Care,Informatica,"  Big Data Developer
",LI301
Hospital & Health Care,Azure Data Lake,"  Big Data Developer
",LI301
Hospital & Health Care,Big Data,"  Big Data Developer
",LI301
Hospital & Health Care,Amazon Web Services (AWS),"  Big Data Developer
",LI301
Computer Software,Python (Programming Language),"  Principal Data Scientist
",LI302
Computer Software,Statistics,"  Principal Data Scientist
",LI302
Computer Software,Reinforcement Learning,"  Principal Data Scientist
",LI302
Computer Software,Apache Spark,"  Principal Data Scientist
",LI302
Computer Software,ML,"  Principal Data Scientist
",LI302
Computer Software,Machine Learning,"  Principal Data Scientist
",LI302
